Image Name,Latitude,Longitude,Date,Time,Image URL,Scoring completed,Score,Score,Score,Score,Score,Score,Cleanliness,Cleanliness,Cleanliness,Cleanliness,Sidewalk,Sidewalk,Sidewalk,Sidewalk,Sidewalk,Sidewalk,Roads,Roads,Roads,Roads,Roads,Roads,Roads,Roads,Roads,Encroachment,Encroachment,Traffic Congestion,Air Pollution,Air Pollution,Traffic Calming,Traffic Calming,Traffic Calming,Taxi/Auto Stands,Public Washrooms
IMG_20231109_135249.jpg,25.456935,78.580741,2023:11:09,13:52:50,Open Image,Yes,1,0,0,1,2,NA,0,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,#N/A,#N/A,0,0,0,0,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135250.jpg,25.456935,78.580741,2023:11:09,13:52:52,Open Image,Yes,1,0,0,1,2,NA,0,#N/A,0,#N/A,2,#N/A,2,#N/A,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135307.jpg,25.456935,78.580741,2023:11:09,13:53:08,Open Image,Yes,1,0,NA,2,NA,NA,#N/A,#N/A,0,0,#N/A,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,#N/A,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135311.jpg,25.456935,78.580741,2023:11:09,13:53:12,Open Image,Yes,2,1,NA,2,NA,NA,#N/A,#N/A,0,1,#N/A,#N/A,1,#N/A,#N/A,#N/A,3,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135325.jpg,25.456935,78.580741,2023:11:09,13:53:26,Open Image,Yes,1,1,NA,1,NA,NA,#N/A,#N/A,#N/A,1,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135336.jpg,25.456935,78.580741,2023:11:09,13:53:36,Open Image,Yes,1,1,NA,1,NA,NA,2,#N/A,0,0,#N/A,#N/A,2,#N/A,#N/A,#N/A,2,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135341.jpg,25.456935,78.580741,2023:11:09,13:53:41,Open Image,Yes,1,1,NA,0,NA,NA,2,#N/A,#N/A,0,#N/A,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135353.jpg,25.456935,78.580741,2023:11:09,13:53:53,Open Image,Yes,1,0,NA,1,NA,NA,0,#N/A,0,0,2,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
IMG_20231109_135355.jpg,25.456935,78.580741,2023:11:09,13:53:56,Open Image,Yes,1,0,NA,2,NA,NA,0,0,0,0,2,#N/A,0,#N/A,#N/A,#N/A,3,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
IMG_20231109_135426.jpg,25.456935,78.580741,2023:11:09,13:54:27,Open Image,Yes,2,4,3,1,NA,0,3,5,#N/A,#N/A,#N/A,#N/A,1,#N/A,3,#N/A,3,#N/A,#N/A,3,0,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135438.jpg,25.456804,78.578471,2023:11:09,13:54:39,Open Image,Yes,1,1,0,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135449.jpg,25.456804,78.578471,2023:11:09,13:54:50,Open Image,Yes,1,0,0,1,1,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135451.jpg,25.456804,78.578471,2023:11:09,13:54:52,Open Image,Yes,1,1,0,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135500.jpg,25.456034,78.578067,2023:11:09,13:55:00,Open Image,Yes,1,1,0,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135508.jpg,25.456034,78.578067,2023:11:09,13:55:09,Open Image,Yes,1,0,0,1,NA,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,2,#N/A,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,#N/A,#N/A,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135510.jpg,25.456034,78.578067,2023:11:09,13:55:10,Open Image,Yes,1,NA,0,1,1,0,#N/A,#N/A,#N/A,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135515.jpg,25.456034,78.578067,2023:11:09,13:55:15,Open Image,Yes,1,1,0,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135525.jpg,25.455427,78.577922,2023:11:09,13:55:26,Open Image,Yes,1,2,0,1,2,0,2,2,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,2,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135527.jpg,25.455072,78.577903,2023:11:09,13:55:27,Open Image,Yes,1,1,0,1,0,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,#N/A,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135532.jpg,25.455072,78.577903,2023:11:09,13:55:33,Open Image,Yes,1,1,0,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,2,2,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135543.jpg,25.455072,78.577903,2023:11:09,13:55:43,Open Image,Yes,1,1,0,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,0,2,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135706.jpg,25.455072,78.577903,2023:11:09,13:57:07,Open Image,Yes,1,1,0,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135707.jpg,25.455072,78.577903,2023:11:09,13:57:08,Open Image,Yes,1,2,0,1,2,0,2,2,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,2,2,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135739.jpg,25.455072,78.577903,2023:11:09,13:57:40,Open Image,Yes,1,1,0,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,2,2,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135742.jpg,25.455072,78.577903,2023:11:09,13:57:42,Open Image,Yes,2,1,2,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,3,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,2,2,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135744.jpg,25.455072,78.577903,2023:11:09,13:57:44,Open Image,Yes,1,1,2,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,3,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,2,0,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135751.jpg,25.449587,78.577254,2023:11:09,13:57:52,Open Image,Yes,1,1,0,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,2,0,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135754.jpg,25.449587,78.577254,2023:11:09,13:57:55,Open Image,Yes,1,1,0,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135804.jpg,25.449061,78.577146,2023:11:09,13:58:05,Open Image,Yes,1,1,0,1,1,0,2,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135807.jpg,25.449061,78.577146,2023:11:09,13:58:07,Open Image,Yes,1,0,0,1,1,0,#N/A,#N/A,0,#N/A,2,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,#N/A,0,0,0,0,2,2,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135814.jpg,25.449061,78.577146,2023:11:09,13:58:15,Open Image,Yes,1,0,0,1,2,0,#N/A,#N/A,0,#N/A,2,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,2,2,2,3,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135822.jpg,25.449061,78.577146,2023:11:09,13:58:23,Open Image,Yes,1,1,NA,1,NA,0,2,#N/A,0,#N/A,2,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,0
IMG_20231109_135834.jpg,25.449061,78.577146,2023:11:09,13:58:34,Open Image,Yes,1,1,0,1,2,0,2,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,0,0,0,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135843.jpg,25.449061,78.577146,2023:11:09,13:58:44,Open Image,Yes,1,0,NA,1,NA,0,#N/A,#N/A,0,0,2,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135846.jpg,25.449061,78.577146,2023:11:09,13:58:47,Open Image,Yes,1,NA,NA,1,NA,0,#N/A,#N/A,#N/A,#N/A,2,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135853.jpg,25.449061,78.577146,2023:11:09,13:58:53,Open Image,Yes,1,0,0,1,NA,0,#N/A,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135856.jpg,25.449061,78.577146,2023:11:09,13:58:57,Open Image,Yes,1,0,0,1,2,0,#N/A,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135858.jpg,25.449061,78.577146,2023:11:09,13:58:58,Open Image,Yes,1,0,0,1,2,0,#N/A,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135901.jpg,25.449061,78.577146,2023:11:09,13:59:01,Open Image,Yes,1,0,0,1,2,0,#N/A,#N/A,0,#N/A,2,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
IMG_20231109_135925.jpg,25.449061,78.577146,2023:11:09,13:59:26,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135927.jpg,25.449061,78.577146,2023:11:09,13:59:28,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135942.jpg,25.449061,78.577146,2023:11:09,13:59:43,Open Image,Yes,2,2,0,3,2,NA,2,2,#N/A,#N/A,0,#N/A,1,0,#N/A,#N/A,3,#N/A,#N/A,2,3,#N/A,#N/A,#N/A,#N/A,0,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135944.jpg,25.449061,78.577146,2023:11:09,13:59:45,Open Image,Yes,2,2,0,2,3,NA,2,2,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,3,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,#N/A,2,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_135958.jpg,25.449061,78.577146,2023:11:09,13:59:58,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140000.jpg,25.449061,78.577146,2023:11:09,14:00:01,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140011.jpg,25.444735,78.583045,2023:11:09,14:00:12,Open Image,Yes,2,2,1,2,NA,NA,1,2,#N/A,#N/A,2,#N/A,2,1,#N/A,0,3,#N/A,#N/A,2,3,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140014.jpg,25.444735,78.583045,2023:11:09,14:00:15,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140021.jpg,25.444737,78.584949,2023:11:09,14:00:21,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140023.jpg,25.444737,78.584949,2023:11:09,14:00:24,Open Image,Yes,3,2,2,2,5,NA,2,2,#N/A,#N/A,0,#N/A,2,1,#N/A,5,3,#N/A,#N/A,2,0,#N/A,#N/A,#N/A,#N/A,5,#N/A,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140025.jpg,25.444737,78.584949,2023:11:09,14:00:26,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140028.jpg,25.444737,78.584949,2023:11:09,14:00:28,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140031.jpg,25.444692,78.585925,2023:11:09,14:00:31,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140036.jpg,25.444692,78.585925,2023:11:09,14:00:36,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140039.jpg,25.444692,78.585925,2023:11:09,14:00:39,Open Image,Yes,2,2,0,1,2,NA,1,3,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,1,#N/A,#N/A,2,0,#N/A,0,0,#N/A,2,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140042.jpg,25.444692,78.585925,2023:11:09,14:00:43,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140051.jpg,25.444692,78.585925,2023:11:09,14:00:52,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140116.jpg,25.445176,78.588482,2023:11:09,14:01:17,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140118.jpg,25.445176,78.588482,2023:11:09,14:01:18,Open Image,No,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140121.jpg,25.445176,78.588482,2023:11:09,14:01:21,Open Image,Yes,3,2,NA,2,3,NA,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,2,1,#N/A,#N/A,0,2,2,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140122.jpg,25.445176,78.588482,2023:11:09,14:01:23,Open Image,No,2,NA,0,2,3,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,0,0,#N/A,#N/A,#N/A,2,1,#N/A,0,#N/A,2,2,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140125.jpg,25.445176,78.588482,2023:11:09,14:01:25,Open Image,No,1,NA,0,1,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,0,0,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,0,#N/A,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140205.jpg,25.445414,78.589089,2023:11:09,14:02:06,Open Image,No,2,2,0,2,3,NA,0,3,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,#N/A,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140212.jpg,25.445913,78.590426,2023:11:09,14:02:13,Open Image,No,2,3,0,1,3,NA,#N/A,3,#N/A,#N/A,#N/A,#N/A,2,0,0,#N/A,#N/A,#N/A,#N/A,2,#N/A,#N/A,0,#N/A,0,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
IMG_20231109_140216.jpg,25.445913,78.590426,2023:11:09,14:02:16,Open Image,No,2,2,0,2,2,NA,1,3,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,2,1,#N/A,#N/A,#N/A,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
